age,age2,ed,exper,exper2,nearc2,nearc4,nearc4a,nearc4b,race,smsa,south,wage
30,900,13,11,121,1,1,1,0.0010328551,0,1,0,6.774224
25,625,17,2,4,1,1,1,-0.000835037493,0,1,0,6.306275
28,784,7,15,225,1,1,1,0.00077811147,0,1,0,6.39693
34,1156,15,13,169,1,1,1,-0.00112757645,0,1,0,7.716015
31,961,12,13,169,1,1,1,0.00453673532,0,1,0,7.273787
34,1156,12,16,256,1,1,1,0.00177694269,1,1,0,5.768321
33,1089,18,9,81,1,1,1,-0.00125342213,0,1,0,7.140453
24,576,12,6,36,1,1,1,0.00466577936,0,1,0,6.39693
26,676,11,9,81,1,1,1,-0.0020188173,1,1,0,5.703783
24,576,16,2,4,1,1,1,0.00196320378,0,1,0,6.287858
33,1089,12,15,225,1,1,1,-0.00165479303,0,0,0,6.612041
33,1089,12,15,225,1,1,1,0.00229697403,0,1,0,6.74052
29,841,16,7,49,1,1,1,0.00422726445,0,1,0,6.700731
28,784,12,10,100,1,1,1,-0.00157937307,0,1,0,6.907755
26,676,16,4,16,1,1,1,0.00156243209,0,1,0,6.329721
26,676,18,2,4,1,1,1,0.00398765954,0,1,0,5.652489
27,729,16,5,25,1,1,1,0.000626116278,0,1,0,6.079933
25,625,13,6,36,1,1,1,0.000208102534,0,1,0,5.783825
28,784,16,6,36,1,1,1,0.00384943354,0,1,0,6.363028
26,676,16,4,16,1,1,1,-7.53768878e-05,1,1,0,6.376727
29,841,18,5,25,1,1,1,0.007022229,0,1,0,6.685861
25,625,14,5,25,1,1,1,-0.000143242047,0,1,0,5.743003
29,841,12,11,121,1,1,1,6.92018219e-06,1,1,0,5.521461
27,729,15,6,36,1,1,1,0.000118341079,1,1,0,6.214608
33,1089,12,15,225,1,1,1,-0.00529956807,1,1,0,6.620073
31,961,13,12,144,1,1,1,-0.0020116541,0,1,1,5.83773
28,784,15,7,49,1,1,1,-0.0053663281,0,1,0,5.521461
24,576,16,2,4,1,1,1,-0.00410737266,0,1,0,6.55108
25,625,12,7,49,1,1,1,0.000812442052,0,1,0,5.991465
27,729,17,4,16,1,1,1,0.00734644777,0,1,0,6.318968
28,784,15,7,49,1,1,1,0.00240183278,0,1,0,6.549651
24,576,14,4,16,1,1,1,-0.000675103739,0,1,0,7.561642
32,1024,18,8,64,1,1,1,0.001692988,0,1,0,7.103322
29,841,16,7,49,1,1,1,0.00267041242,0,1,0,6.421622
25,625,14,5,25,1,1,1,0.000612894843,0,1,0,6.613384
24,576,16,2,4,1,1,1,-0.00263358524,0,1,0,6.126869
25,625,18,1,1,1,1,1,0.000558073642,0,1,0,6.472346
25,625,12,7,49,1,1,1,0.00171074093,0,1,0,6.613384
25,625,16,3,9,1,1,1,-0.00236517214,0,1,1,6.703188
31,961,16,9,81,1,1,1,0.000961380646,0,1,0,6.76273
28,784,12,10,100,1,1,1,-0.00454500456,0,1,0,6.295266
27,729,13,8,64,1,1,1,-0.000407644733,0,1,0,5.899898
24,576,10,8,64,1,1,1,-0.00107048356,0,1,0,6.033086
27,729,16,5,25,1,1,1,-0.000188113235,0,1,0,6.487684
26,676,15,5,25,1,1,1,0.00108576239,0,1,0,6.270988
29,841,17,6,36,1,1,1,-0.00167625359,0,1,0,6.746412
25,625,12,7,49,1,1,1,-0.00109213813,0,1,0,6.496775
24,576,16,2,4,1,1,1,0.000185353227,0,1,0,6.270988
28,784,18,4,16,1,1,1,-0.00102257068,0,1,0,6.790097
28,784,17,5,25,1,1,1,-0.0027957853,0,1,1,6.76273
26,676,18,2,4,1,1,1,0.00279164717,0,1,1,5.442418
32,1024,12,14,196,1,1,1,0.0018862146,0,0,1,6.687109
27,729,13,8,64,1,1,1,0.0027481339,0,1,0,6.278522
25,625,15,4,16,1,1,1,-0.00333503446,1,1,0,6.652863
24,576,14,4,16,1,1,1,0.00422015134,1,1,0,6.165418
33,1089,16,11,121,1,1,1,0.000601651851,0,1,0,6.76273
28,784,16,6,36,1,1,1,0.00574627355,0,0,0,6.921658
32,1024,18,8,64,1,1,1,0.00379595878,0,1,0,6.463029
24,576,16,2,4,1,1,1,0.00066078181,0,1,0,5.808143
34,1156,11,17,289,1,1,1,-0.00088355411,1,1,0,6.320768
26,676,18,2,4,1,1,1,0.00174395636,0,1,0,6.269096
26,676,12,8,64,1,1,1,0.000871388628,0,1,0,6.453625
27,729,11,10,100,1,1,1,0.000338372643,1,1,1,6.214608
34,1156,16,12,144,1,1,1,-0.00169515937,1,1,0,7.05099
26,676,18,2,4,1,1,1,0.00224020836,0,1,0,6.751101
28,784,12,10,100,1,1,1,-0.000108982659,0,0,0,6.1717
25,625,18,1,1,1,1,1,-0.00140647018,0,1,1,6.705639
29,841,18,5,25,1,1,1,-0.000371702664,0,1,0,6.539586
33,1089,16,11,121,1,1,1,0.00482280618,0,0,0,6.896694
31,961,16,9,81,1,1,1,-0.00108831433,0,1,1,6.102559
34,1156,18,10,100,1,1,1,-0.00699066758,0,1,0,6.909753
34,1156,18,10,100,1,1,1,-0.00440463969,0,1,0,7.123673
32,1024,14,12,144,1,1,1,-0.00258474136,0,0,0,6.82546
28,784,12,10,100,1,1,1,0.00125957303,0,1,0,6.347389
31,961,12,13,169,1,1,1,0.00107821299,0,1,0,6.263398
28,784,12,10,100,1,1,1,0.00118119803,0,1,0,7.05099
24,576,12,6,36,1,1,1,0.00209877817,1,1,0,6.173786
24,576,11,7,49,1,1,1,0.00253250494,0,1,0,6.732211
33,1089,14,13,169,1,1,1,-0.00240294214,0,1,0,7.245655
27,729,13,8,64,1,1,1,0.00215181815,1,1,0,5.991465
33,1089,12,15,225,1,1,1,0.00206340454,0,1,0,6.565265
24,576,14,4,16,1,1,1,-0.00116717459,0,1,0,6.453625
26,676,13,7,49,1,1,1,0.00127708072,0,1,0,5.961005
26,676,12,8,64,1,1,1,-0.00261649051,0,1,0,6.533789
34,1156,12,16,256,1,1,1,0.00101617338,0,1,0,6.44572
34,1156,15,13,169,0,1,0,1.00214902,0,1,0,6.950815
24,576,12,6,36,0,1,0,0.999915201,0,1,0,6.357842
25,625,12,7,49,0,1,0,1.00066696,0,1,0,6.214608
34,1156,12,16,256,1,1,1,-0.00204475885,0,0,0,6.660575
26,676,13,7,49,1,1,1,-0.00392538756,0,1,0,6.357842
25,625,13,6,36,1,1,1,-4.20355072e-05,0,1,0,6.263398
28,784,17,5,25,1,1,1,-0.00197788904,0,1,0,5.953243
29,841,12,11,121,0,1,0,1.0032543,0,1,0,6.437752
28,784,16,6,36,0,1,0,1.00300735,0,1,0,6.437752
26,676,13,7,49,0,1,0,0.998476766,0,1,0,6.163315
25,625,14,5,25,0,1,0,0.995722732,0,1,0,6.490724
24,576,16,2,4,0,1,0,1.00446676,0,1,0,6.052089
25,625,14,5,25,0,1,0,0.997978577,0,1,0,6.261492
26,676,12,8,64,0,0,0,0.00226239987,0,1,0,6.437752
31,961,16,9,81,0,0,0,0.00193584886,0,1,0,6.917706
26,676,12,8,64,0,0,0,0.00303494977,0,1,0,6.398595
27,729,12,9,81,0,0,0,0.00318770725,0,1,0,6.694562
28,784,12,10,100,0,0,0,0.000177857223,0,1,0,6.05444
30,900,12,12,144,0,0,0,0.00126765432,0,1,0,6.966024
26,676,12,8,64,0,0,0,0.00173487297,0,1,0,6.025866
30,900,12,12,144,0,0,0,-0.000656384686,0,1,0,6.198479
27,729,12,9,81,0,0,0,0.000890022924,0,1,0,5.783825
28,784,12,10,100,0,0,0,0.00309124774,0,1,0,5.616771
25,625,12,7,49,0,0,0,-0.000859268295,0,1,0,5.673323
31,961,18,7,49,0,0,0,0.000114058874,0,1,1,6.594413
26,676,14,6,36,0,0,0,0.000802518626,0,1,1,6.190315
24,576,14,4,16,0,0,0,-0.00186807017,0,1,0,5.820083
27,729,12,9,81,0,0,0,0.003770569,0,1,0,6.586172
25,625,13,6,36,0,0,0,-0.00155140219,0,0,0,6.086775
27,729,16,5,25,0,0,0,-0.00358829407,0,0,0,6.463029
28,784,12,10,100,0,0,0,0.00316932383,0,1,0,5.926926
25,625,12,7,49,0,0,0,-0.00359579751,0,1,0,6.175867
29,841,14,9,81,0,0,0,0.000345769957,0,1,0,6.829794
26,676,12,8,64,0,0,0,0.000599541697,0,1,0,6.242223
33,1089,12,15,225,0,0,0,-0.00466658578,0,1,0,6.97073
28,784,12,10,100,0,0,0,0.000220829843,0,1,0,6.458338
32,1024,12,14,196,0,0,0,-1.91025438e-05,0,1,0,6.605298
26,676,12,8,64,0,0,0,0.00158258276,0,1,0,6.200509
24,576,10,8,64,0,0,0,0.00205080981,0,1,1,6.476973
31,961,7,18,324,0,0,0,-0.00103073764,0,1,0,5.7301
30,900,16,8,64,0,0,0,-0.00023965788,0,1,0,6.444131
28,784,13,9,81,0,0,0,-0.00488281001,0,0,0,6.013715
33,1089,18,9,81,0,0,0,-0.00272642224,0,1,0,6.39693
28,784,12,10,100,0,0,0,0.00120100817,0,0,0,6.613384
31,961,17,8,64,0,0,0,0.000857974034,0,1,0,6.437752
29,841,12,11,121,0,0,0,0.00571135582,0,0,0,6.308098
24,576,15,3,9,0,0,0,0.00253483548,0,0,0,5.786897
26,676,9,11,121,0,0,0,0.00129945775,0,0,0,5.552959
26,676,12,8,64,0,1,0,1.00015388,0,1,0,6.774224
25,625,12,7,49,0,1,0,1.00132905,0,0,0,6.459905
33,1089,11,16,256,0,1,0,1.00035144,0,0,0,6.50279
29,841,14,9,81,0,1,0,0.999218478,0,1,1,6.222576
25,625,17,2,4,0,1,0,0.998656098,0,1,1,5.746203
27,729,18,3,9,0,1,0,0.999334596,0,1,1,6.917706
33,1089,10,17,289,0,1,0,0.999010302,0,0,0,6.907755
28,784,16,6,36,0,1,0,1.00182285,0,0,0,6.580639
27,729,12,9,81,0,1,0,0.998347091,0,0,0,6.665684
34,1156,12,16,256,0,1,0,0.994240294,0,0,0,6.302619
25,625,12,7,49,0,1,0,0.999142513,0,0,0,6.719013
25,625,12,7,49,0,1,0,0.997224206,0,0,0,5.068904
27,729,10,11,121,0,1,0,0.996088297,0,0,0,6.55108
28,784,13,9,81,0,1,0,1.00245543,0,0,0,6.580639
24,576,12,6,36,0,1,0,0.999770479,0,0,0,5.717028
25,625,16,3,9,0,1,0,0.99428476,0,1,0,6.315358
26,676,14,6,36,0,1,0,1.00081894,0,1,1,6.295266
24,576,16,2,4,0,1,0,0.997505451,0,0,0,6.232448
24,576,16,2,4,0,1,0,1.00242968,0,0,0,5.953243
32,1024,12,14,196,1,0,0,0.0027225531,0,1,0,7.273787
32,1024,16,10,100,1,0,0,0.000689954397,0,1,0,6.778785
24,576,13,5,25,1,0,0,-0.00515046154,0,1,0,6.907755
28,784,12,10,100,1,0,0,0.000600765749,0,0,0,6.760415
27,729,12,9,81,1,0,0,-0.00273221252,0,0,0,6.60665
34,1156,12,16,256,1,0,0,7.66929877e-05,0,0,0,6.790097
29,841,15,8,64,1,0,0,-0.000694721071,0,1,0,6.126869
34,1156,12,16,256,0,1,1,0.00896355765,0,1,0,6.109248
34,1156,12,16,256,0,1,1,-0.00281155378,0,1,0,6.55108
33,1089,14,13,169,0,1,1,-0.0029516216,0,1,0,6.612041
32,1024,16,10,100,0,1,1,-0.00492796272,0,1,0,6.790097
32,1024,18,8,64,0,1,1,-0.00273037324,0,1,0,6.539586
33,1089,18,9,81,0,1,1,0.00297191306,0,0,0,6.403574
30,900,18,6,36,0,1,1,-0.00189271063,0,1,0,6.437752
33,1089,14,13,169,0,1,1,-0.000993686942,0,1,0,6.614726
33,1089,18,9,81,0,1,1,0.000465425978,0,1,0,6.58755
30,900,12,12,144,0,1,1,0.00224796549,0,1,0,6.327937
26,676,12,8,64,0,1,1,-0.00228870909,0,0,0,6.049734
26,676,12,8,64,0,1,1,0.0017292348,0,0,0,5.991465
26,676,14,6,36,0,1,1,0.00498572666,0,1,0,5.521461
26,676,13,7,49,0,1,1,-0.00168002053,0,1,0,6.470799
24,576,12,6,36,0,1,1,-0.00541244112,0,1,0,6.393591
27,729,12,9,81,0,1,1,6.35618583e-05,0,1,0,6.907755
28,784,12,10,100,1,1,0,1.00105605,0,0,0,6.269096
26,676,12,8,64,1,1,0,1.00449332,0,0,0,6.175867
33,1089,12,15,225,1,1,0,1.001821,0,0,0,6.745236
30,900,14,10,100,1,1,0,1.0000594,0,0,0,6.226537
29,841,12,11,121,1,1,0,0.993888947,0,1,0,6.238325
26,676,11,9,81,1,1,0,1.00313148,0,1,0,5.393628
24,576,16,2,4,1,1,0,1.00089423,0,1,0,5.036952
31,961,12,13,169,1,1,0,0.994998368,0,1,0,5.480639
28,784,12,10,100,1,1,0,1.00081252,0,1,0,6.322565
27,729,15,6,36,1,1,0,1.00481586,0,1,0,6.214608
26,676,16,4,16,1,1,0,0.997992868,0,1,0,5.918894
25,625,10,9,81,1,1,0,1.00016507,0,0,0,5.857933
26,676,12,8,64,1,1,0,1.00025765,0,0,0,6.369901
26,676,13,7,49,1,1,0,0.999558588,0,0,0,6.244167
29,841,12,11,121,0,0,0,0.0015274398,0,0,0,5.966147
25,625,16,3,9,0,0,0,0.00313674129,0,0,0,5.634789
33,1089,12,15,225,0,0,0,0.00117270999,0,0,0,6.536692
26,676,12,8,64,0,0,0,-0.00433883774,0,0,0,5.703783
27,729,17,4,16,0,0,0,-0.00323308371,0,0,0,6.453625
26,676,13,7,49,0,0,0,-0.00207827262,0,0,0,5.834811
26,676,16,4,16,0,0,0,-0.000568490266,0,0,0,6.224558
24,576,13,5,25,0,0,0,-0.000717924992,0,0,0,5.874931
33,1089,12,15,225,0,0,0,0.00376052665,0,0,0,5.568345
32,1024,10,16,256,0,0,0,0.00387252864,0,0,0,5.991465
29,841,13,10,100,0,0,0,-0.000146215219,0,0,0,6.60665
34,1156,12,16,256,0,0,0,0.00109804869,0,0,0,5.834811
29,841,15,8,64,0,0,0,0.000990630262,0,0,0,5.620401
24,576,9,9,81,0,0,0,0.0027324933,0,0,0,6.056784
25,625,12,7,49,0,0,0,0.00083478586,0,0,0,5.476463
24,576,13,5,25,0,0,0,-0.00254351694,0,0,0,5.953243
29,841,12,11,121,0,0,0,0.00213850504,0,0,0,5.857933
29,841,12,11,121,0,0,0,-0.0018429587,0,0,0,6.395262
31,961,15,10,100,0,0,0,0.000153845667,0,1,0,6.620073
33,1089,16,11,121,0,0,0,-0.00329880972,0,0,0,6.539586
34,1156,12,16,256,0,0,0,0.00138275502,0,0,0,4.990433
26,676,12,8,64,1,1,1,0.000996441801,0,1,0,5.634789
32,1024,18,8,64,1,1,1,-0.00121310234,0,1,0,6.645091
32,1024,13,13,169,1,1,1,0.000869282869,0,1,0,6.917706
26,676,14,6,36,1,1,1,0.00258495547,0,0,0,6.248043
26,676,16,4,16,1,1,1,-0.00522181231,0,0,0,5.991465
25,625,12,7,49,1,1,1,-0.00200912416,0,0,0,5.926926
31,961,12,13,169,0,1,1,-0.00169674932,0,0,0,6.390241
31,961,7,18,324,0,1,1,-0.00306539372,0,0,0,5.857933
33,1089,11,16,256,0,1,1,0.00416520296,0,0,0,6.033086
29,841,16,7,49,0,1,1,0.000403847305,0,0,0,5.823046
26,676,18,2,4,0,1,1,-0.00123456017,0,0,0,6.175867
28,784,12,10,100,0,1,1,0.00537814315,0,0,0,6.214608
27,729,12,9,81,0,1,1,-0.00468213741,0,0,0,5.720312
34,1156,10,18,324,0,1,1,0.00272002901,0,0,0,6.109248
29,841,16,7,49,1,1,1,-0.000210909315,0,1,0,6.645091
26,676,16,4,16,1,1,1,-0.000213468243,0,1,0,6.580639
29,841,13,10,100,1,1,1,0.00186679467,0,1,0,6.907755
30,900,14,10,100,1,1,1,-0.000179789571,0,1,0,6.437752
26,676,16,4,16,1,1,1,0.00253810351,0,1,0,6.705639
34,1156,12,16,256,1,1,1,0.000294396625,0,1,0,5.932245
33,1089,12,15,225,1,1,1,-0.000652768496,0,1,0,6.562444
24,576,14,4,16,1,1,1,-0.00492462189,0,1,0,6.018593
32,1024,13,13,169,1,1,1,0.00233621176,0,1,0,7.199678
34,1156,12,16,256,1,1,1,-0.000979151069,0,0,0,6.57368
32,1024,10,16,256,1,1,1,0.000591225863,1,1,0,5.257495
32,1024,16,10,100,1,1,1,0.00132692125,1,1,0,6.680855
34,1156,16,12,144,1,1,1,-0.00378837182,1,1,0,6.828712
26,676,15,5,25,1,1,1,-8.54673279e-05,1,1,0,5.480639
25,625,13,6,36,1,1,1,-0.00129672669,0,1,0,6.437752
24,576,8,10,100,1,1,1,-0.00136250344,0,1,0,6.932448
28,784,12,10,100,1,1,1,0.000251278541,1,0,1,6.22059
28,784,16,6,36,1,1,1,-0.00109257727,0,1,0,6.135565
25,625,16,3,9,1,1,1,-0.00249417228,0,0,0,6.165418
26,676,15,5,25,1,1,1,-0.00235929945,0,1,1,6.214608
34,1156,12,16,256,1,1,1,0.00250145183,0,0,0,6.907755
34,1156,13,15,225,1,1,1,0.00155167603,0,0,0,6.496775
34,1156,15,13,169,1,1,1,0.000105716818,0,1,0,6.561031
31,961,16,9,81,1,1,1,0.00102116905,0,1,1,6.833032
24,576,12,6,36,1,1,1,0.00423359073,0,0,0,5.703783
27,729,15,6,36,1,1,1,0.00320161391,0,1,0,5.899898
30,900,12,12,144,1,1,1,-0.00268330485,0,1,0,6.46925
25,625,18,1,1,0,1,1,-0.00108726729,0,0,0,6.135565
33,1089,18,9,81,0,1,1,0.00444281413,0,1,0,6.933423
24,576,12,6,36,0,1,1,-0.000587596007,0,1,0,6.263398
29,841,18,5,25,0,1,1,0.000831940142,0,1,0,5.926926
34,1156,18,10,100,0,1,1,0.00115406127,0,1,0,7.338238
33,1089,18,9,81,0,1,1,0.00257898385,0,1,0,6.827629
26,676,13,7,49,0,1,1,-0.00611199416,0,1,0,6.342122
25,625,14,5,25,0,1,1,0.00174211065,0,1,0,6.39693
27,729,15,6,36,0,1,1,0.00344271966,0,1,0,6.580639
24,576,17,1,1,0,1,1,-0.000162220099,0,1,0,7.017506
27,729,14,7,49,0,1,1,-0.00150079817,0,1,0,6.568078
29,841,16,7,49,0,1,1,-1.55225835e-05,0,1,0,6.694562
27,729,11,10,100,0,1,1,0.000428961574,0,1,0,6.829794
25,625,9,10,100,0,1,1,-8.78861275e-05,0,1,0,6.309918
26,676,12,8,64,0,1,1,-0.00208120724,0,1,0,5.602119
32,1024,7,19,361,1,1,0,1.0021424,0,1,0,6.725034
30,900,12,12,144,1,1,0,0.998435939,0,1,0,7.090077
33,1089,14,13,169,1,1,0,0.997046696,0,1,0,6.364751
34,1156,17,11,121,1,1,0,1.00059218,1,1,0,6.530878
32,1024,18,8,64,1,1,0,1.00136017,1,1,0,6.907755
24,576,13,5,25,1,1,0,0.996050332,1,1,0,6.285998
28,784,12,10,100,1,1,0,0.997049759,1,1,0,6.536692
28,784,12,10,100,1,1,0,1.00274052,0,1,0,6.214608
33,1089,13,14,196,0,1,0,1.00385637,0,1,0,6.620073
29,841,17,6,36,0,1,0,1.00446955,0,1,1,6.816736
24,576,15,3,9,0,1,0,1.00214457,0,1,0,6.39693
24,576,16,2,4,0,1,0,0.99814328,0,1,0,6.357842
26,676,12,8,64,0,1,0,1.00141751,0,1,0,6.398595
31,961,12,13,169,0,1,0,0.995960435,0,1,0,6.357842
32,1024,12,14,196,0,1,0,0.998813721,0,1,0,6.517671
27,729,18,3,9,0,1,0,0.996165227,1,1,0,6.159095
24,576,14,4,16,0,1,0,1.00288054,0,1,0,5.857933
32,1024,15,11,121,0,1,0,0.998608371,0,1,0,6.429719
24,576,16,2,4,0,1,0,0.995879961,0,1,0,5.934894
25,625,16,3,9,0,1,0,1.00222107,0,1,0,5.493062
26,676,12,8,64,0,1,0,1.00232332,0,1,0,6.620073
30,900,18,6,36,0,1,0,1.00030088,0,0,0,6.089045
29,841,14,9,81,0,1,0,1.00008314,0,1,0,6.533789
25,625,18,1,1,0,1,0,0.996673935,0,0,0,6.216606
29,841,12,11,121,0,1,0,0.999633054,0,1,0,5.991465
26,676,12,8,64,0,1,0,1.00182468,0,1,0,6.888573
30,900,14,10,100,1,1,1,0.00168209115,0,1,1,6.475433
32,1024,12,14,196,1,1,1,0.000782811922,0,1,0,6.437752
28,784,16,6,36,1,1,1,-0.00074123966,1,1,0,6.561031
29,841,12,11,121,1,1,1,-0.000477415481,0,1,0,6.949856
27,729,12,9,81,1,1,1,0.00348887862,0,1,0,6.634634
25,625,13,6,36,1,1,1,0.00262756326,0,0,0,6.261492
27,729,13,8,64,1,1,1,0.00125900968,1,1,0,6.35437
26,676,14,6,36,1,1,1,0.00346458151,1,1,0,6.76273
28,784,12,10,100,1,1,1,0.000578044642,1,1,0,6.569481
27,729,16,5,25,1,1,1,-0.00054142409,0,1,0,6.511745
25,625,12,7,49,1,1,1,0.0047114798,0,1,0,6.495265
29,841,14,9,81,1,1,1,0.000465358194,0,1,0,6.297109
25,625,13,6,36,1,1,1,-2.58738721e-05,0,1,0,6.263398
28,784,12,10,100,1,1,1,0.000955402626,0,1,0,6.461468
26,676,12,8,64,1,1,1,0.000239716669,0,1,0,5.693732
33,1089,8,19,361,1,1,1,-0.00208841417,1,1,0,6.853299
34,1156,12,16,256,1,1,1,-0.00623024928,1,1,0,6.214608
25,625,13,6,36,1,1,1,0.000893977174,1,1,0,6.429719
25,625,12,7,49,1,1,1,0.00277428978,1,1,0,5.624018
26,676,10,10,100,0,1,1,-0.00218017922,0,0,1,5.480639
25,625,10,9,81,0,1,1,0.000168469086,0,0,1,5.480639
33,1089,12,15,225,0,1,1,-0.000533250444,0,1,0,6.135565
27,729,12,9,81,0,1,1,8.9292156e-05,1,1,0,6.001415
25,625,12,7,49,0,1,1,0.00281948318,1,1,0,6.109248
24,576,12,6,36,0,1,1,-0.000246717424,1,1,0,5.521461
26,676,11,9,81,0,1,1,-0.00259342607,1,1,0,6.588926
24,576,12,6,36,0,1,1,-0.00131665615,1,1,0,6.50279
28,784,12,10,100,0,1,1,-0.000767303734,1,1,0,6.869014
27,729,14,7,49,0,1,1,-0.00235117606,0,1,0,6.620073
25,625,14,5,25,0,1,1,0.00284314997,0,1,0,6.50279
34,1156,17,11,121,0,1,1,0.00222858395,0,0,0,6.539586
25,625,12,7,49,0,1,1,0.00394359316,1,1,0,6.142037
30,900,12,12,144,0,1,1,-0.00213006464,1,1,0,6.463029
29,841,11,12,144,0,1,1,-0.00281370585,1,1,0,6.565265
25,625,13,6,36,0,1,1,-0.000403817583,1,1,0,6.052089
27,729,12,9,81,0,1,1,0.000795268615,0,1,0,6.725034
26,676,12,8,64,0,1,1,0.000671928316,0,1,0,5.7301
29,841,16,7,49,0,1,1,-0.00114678887,0,1,0,6.437752
32,1024,16,10,100,0,1,1,-0.000392382167,0,1,0,7.273787
25,625,16,3,9,0,1,1,-0.00088879447,0,1,0,6.511745
28,784,17,5,25,0,1,1,0.00278979838,0,1,0,7.204893
33,1089,17,10,100,0,1,1,0.000204165234,0,1,0,5.991465
34,1156,9,19,361,0,1,1,-0.00102727069,0,0,0,6.249975
26,676,14,6,36,0,1,1,-0.00289381919,0,1,0,6.122493
33,1089,17,10,100,0,1,1,-0.00206569228,0,1,1,6.013715
34,1156,18,10,100,0,1,1,-0.00381590493,0,1,0,6.326149
24,576,12,6,36,0,1,1,-0.00185445545,1,1,0,5.438079
27,729,17,4,16,1,1,1,-0.0023290023,0,1,0,6.933423
27,729,12,9,81,1,1,1,-0.00311800251,0,1,0,6.986567
24,576,14,4,16,1,1,1,0.00454564987,0,1,0,7.091742
25,625,17,2,4,1,1,1,0.000296575793,0,0,0,5.796058
27,729,18,3,9,1,1,1,-0.000424563867,0,1,0,6.175867
24,576,18,0,0,1,1,1,-0.0019438341,0,1,1,6.511745
31,961,17,8,64,1,1,1,0.000226926006,0,1,0,7.428333
34,1156,16,12,144,1,1,1,-0.00209874156,0,1,0,7.156177
24,576,12,6,36,1,1,1,0.00186649395,0,1,0,6.357842
27,729,18,3,9,1,1,1,-0.000259563991,0,1,0,6.095825
28,784,16,6,36,1,1,1,0.00323561745,1,1,0,6.175867
24,576,12,6,36,1,1,1,0.00067140175,1,1,0,6.146329
31,961,6,19,361,1,1,1,-0.00276868326,0,1,0,6.504288
27,729,15,6,36,1,1,1,0.00226689345,0,1,0,5.655992
33,1089,18,9,81,1,1,1,-0.00098245981,0,1,0,6.357842
29,841,14,9,81,1,1,1,0.000396560634,0,1,0,6.580639
25,625,12,7,49,1,1,1,-0.00220482032,0,1,0,6.135565
25,625,15,4,16,1,1,1,0.00129794927,0,1,0,6.620073
24,576,12,6,36,1,1,1,0.000504358016,0,1,0,5.298317
27,729,12,9,81,1,1,1,-0.000259871645,0,1,0,6.476973
28,784,18,4,16,1,1,1,0.00183629314,0,1,0,6.175867
24,576,11,7,49,1,1,1,-0.000878635576,0,1,0,6.39693
28,784,16,6,36,1,1,1,0.00161830528,0,1,1,6.645091
27,729,17,4,16,1,1,1,0.000302107823,0,1,0,6.652863
24,576,16,2,4,1,1,1,-0.000626841097,0,1,0,6.463029
33,1089,14,13,169,1,1,1,-0.00207975234,0,1,0,6.961296
31,961,16,9,81,1,1,1,-0.000774357308,0,1,0,6.516193
28,784,12,10,100,1,1,1,-0.00385182235,0,1,0,6.53814
30,900,17,7,49,1,1,1,0.0020900715,0,1,0,6.869014
28,784,13,9,81,1,1,1,-0.00244483905,0,1,0,5.991465
27,729,16,5,25,1,1,1,-0.001126983,0,1,0,6.511745
34,1156,18,10,100,1,1,1,0.0019774198,1,1,0,7.273787
32,1024,18,8,64,1,1,1,-0.00149247219,0,1,0,6.270988
27,729,14,7,49,1,1,1,0.0018251244,1,1,0,6.55108
34,1156,8,20,400,1,1,1,-0.00530726399,1,1,0,6.514713
25,625,18,1,1,1,1,1,0.000365343383,0,1,0,6.202536
24,576,12,6,36,1,1,1,-0.000947482575,0,1,0,6.214608
24,576,16,2,4,1,1,1,-0.00222093811,1,1,0,6.109248
25,625,13,6,36,1,1,1,-0.00133303727,1,1,0,6.398595
28,784,13,9,81,1,1,1,0.0014796451,1,1,0,6.575076
29,841,12,11,121,1,1,1,-0.000525790733,1,1,0,6.35437
25,625,12,7,49,1,1,1,0.0012119017,1,1,0,5.857933
24,576,12,6,36,1,1,1,-0.0030845368,1,1,0,5.857933
29,841,16,7,49,0,1,1,-0.00372683328,0,1,0,6.466145
24,576,15,3,9,0,1,1,0.0035052068,0,1,0,6.514713
28,784,15,7,49,0,1,1,-0.00184903145,0,1,0,6.520621
27,729,12,9,81,0,1,1,0.00297354012,0,1,0,6.280396
31,961,16,9,81,0,1,1,-0.00211977726,0,1,0,6.261492
28,784,16,6,36,0,1,1,-0.00151553991,0,1,1,6.50279
26,676,14,6,36,0,1,1,-0.0025344795,0,1,0,5.913503
26,676,15,5,25,0,1,1,-0.00165798897,0,1,0,6.489205
34,1156,12,16,256,0,1,1,-0.00292700958,1,1,0,6.55108
27,729,18,3,9,0,1,1,0.00084408189,0,1,0,5.739793
33,1089,9,18,324,0,1,1,0.00242740046,0,1,0,6.734591
31,961,14,11,121,0,1,1,-0.000851526894,0,1,0,6.49224
31,961,16,9,81,0,1,1,-0.0011173545,0,1,0,6.539586
28,784,15,7,49,0,1,1,0.00554931709,0,1,0,6.357842
26,676,17,3,9,0,1,1,-0.00262627168,0,1,0,6.558198
27,729,16,5,25,0,1,1,-0.00229271055,0,1,1,5.676754
26,676,13,7,49,0,1,1,0.000769418058,0,1,0,6.620073
34,1156,16,12,144,0,1,1,-0.00660190781,0,1,0,7.273787
33,1089,16,11,121,0,1,1,-0.00137655013,0,1,0,7.091742
33,1089,15,12,144,0,1,1,0.00311846451,0,1,1,7.379632
32,1024,14,12,144,0,1,1,0.00502987623,0,1,1,6.645091
31,961,16,9,81,0,1,1,0.000104595679,0,1,0,6.240276
